year,month,match_name,league_name,club_name,coach,country_name,manager,owner,apperances,wins,losts,drawn,networth
2012,September,Club,Bundesliga,Bayern Munich,NA,NA,Yvonne Bryan,Erich Navarro,8,3,3,2,457457
2012,October,Club,Bundesliga,Bayern Munich,NA,NA,Yvonne Bryan,Erich Navarro,8,5,2,1,457457
2012,November,Club,Bundesliga,Bayern Munich,NA,NA,Yvonne Bryan,Erich Navarro,8,6,1,1,457457
2012,December,Club,Bundesliga,Bayern Munich,NA,NA,Yvonne Bryan,Erich Navarro,8,7,1,0,457457
2010,January,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,3,2,3,785674
2010,February,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,4,1,3,785674
2010,March,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,7,0,1,785674
2010,April,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,6,3,1,785674
2010,May,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,1,1,6,785674
2010,June,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,5,2,1,785674
2010,July,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,8,0,0,785674
2010,August,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,3,3,2,785674
2010,September,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,5,3,0,785674
2010,October,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,3,2,3,785674
2010,November,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,1,4,3,785674
2010,December,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,5,3,0,785674
2011,January,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,3,3,2,456354
2011,February,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,6,0,2,456354
2011,March,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,4,3,1,456354
2011,April,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,6,2,0,456354
2011,May,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,4,0,4,456354
2011,June,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,7,0,1,456354
2011,July,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,4,3,1,456354
2011,August,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,3,3,2,456354
2011,September,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,1,0,7,456354
2011,October,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,3,3,2,456354
2011,November,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,5,2,1,456354
2011,December,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,4,3,1,456354
2012,January,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,1,3,4,870034
2012,February,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,0,8,0,870034
2012,March,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,4,0,4,870034
2012,April,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,3,3,2,870034
2012,May,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,4,2,2,870034
2012,June,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,5,0,3,870034
2012,July,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,0,7,1,870034
2012,August,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,0,6,2,870034
2012,September,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,1,3,4,870034
2012,October,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,1,4,3,870034
2012,November,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,5,0,3,870034
2012,December,Club,EPL,Chelsea,NA,NA,Bruce Bray,Beck Bell,8,6,1,1,870034
2010,January,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,0,6,2,564563
2010,February,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,7,1,0,564563
2010,March,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,2,5,1,564563
2010,April,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,2,1,5,564563
2010,May,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,2,4,2,564563
2010,June,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,5,1,2,564563
2010,July,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,0,2,564563
2010,August,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,7,0,1,564563
2010,September,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,0,2,564563
2010,October,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,0,2,564563
2010,November,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,0,5,3,564563
2010,December,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,2,0,564563
2011,January,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,5,3,0,346346
2011,February,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,4,2,2,346346
2011,March,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,0,6,2,346346
2011,April,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,5,2,1,346346
2011,May,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,4,3,1,346346
2011,June,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,2,3,3,346346
2011,July,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,2,0,346346
2011,August,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,7,1,0,346346
2011,September,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,0,2,346346
2011,October,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,2,2,4,346346
2011,November,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,3,4,1,346346
2011,December,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,1,3,4,346346
2012,January,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,0,4,4,567567
2012,February,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,8,0,0,567567
2012,March,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,4,1,3,567567
2012,April,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,1,6,1,567567
2012,May,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,0,2,567567
2012,June,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,0,5,3,567567
2012,July,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,4,3,1,567567
2012,August,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,7,1,0,567567
2012,September,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,6,1,1,567567
2012,October,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,2,3,3,567567
2012,November,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,2,5,1,567567
2012,December,Club,Bundesliga,Dortmund,NA,NA,Ursa Finch,Yasir Conley,8,3,3,2,567567
2010,January,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,0,6,2,567455
2010,February,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,3,1,567455
2010,March,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,3,1,567455
2010,April,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,3,1,4,567455
2010,May,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,1,5,2,567455
2010,June,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,6,2,0,567455
2010,July,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,3,3,2,567455
2010,August,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,5,0,3,567455
2010,September,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,2,3,3,567455
2010,October,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,1,5,2,567455
2010,November,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,2,3,3,567455
2010,December,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,0,3,5,567455
2011,January,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,2,2,745634
2011,February,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,3,3,2,745634
2011,March,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,6,0,2,745634
2011,April,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,7,1,0,745634
2011,May,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,2,2,745634
2011,June,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,1,3,4,745634
2011,July,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,3,1,745634
2011,August,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,3,5,0,745634
2011,September,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,3,1,745634
2011,October,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,6,2,0,745634
2011,November,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,7,0,1,745634
2011,December,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,3,1,4,745634
2012,January,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,1,3,4,345233
2012,February,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,2,4,2,345233
2012,March,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,1,3,4,345233
2012,April,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,5,3,0,345233
2012,May,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,6,1,1,345233
2012,June,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,3,1,345233
2012,July,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,4,3,1,345233
2012,August,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,2,3,3,345233
2012,September,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,6,1,1,345233
2012,October,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,5,1,2,345233
2012,November,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,5,2,1,345233
2012,December,Club,EPL,Everton,NA,NA,Hayes Bowman,Roth Rice,8,1,3,4,345233
2010,January,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,0,1,346346
2010,February,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,2,1,346346
2010,March,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,6,1,1,346346
2010,April,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,3,3,2,346346
2010,May,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,1,0,346346
2010,June,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,3,0,346346
2010,July,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,1,2,346346
2010,August,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,2,1,346346
2010,September,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,4,2,2,346346
2010,October,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,0,5,3,346346
2010,November,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,1,3,4,346346
2010,December,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,2,1,346346
2011,January,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,2,4,2,346456
2011,February,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,0,5,3,346456
2011,March,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,0,1,346456
2011,April,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,0,1,346456
2011,May,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,1,3,4,346456
2011,June,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,1,0,346456
2011,July,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,2,1,346456
2011,August,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,1,0,346456
2011,September,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,4,0,4,346456
2011,October,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,1,3,4,346456
2011,November,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,0,1,346456
2011,December,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,3,0,5,346456
2012,January,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,6,1,1,567455
2012,February,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,2,1,567455
2012,March,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,2,2,4,567455
2012,April,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,5,3,0,567455
2012,May,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,6,1,1,567455
2012,June,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,1,3,4,567455
2012,July,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,3,2,3,567455
2012,August,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,0,3,5,567455
2012,September,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,7,1,0,567455
2012,October,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,4,2,2,567455
2012,November,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,2,5,1,567455
2012,December,Club,Bundesliga,FC Koln,NA,NA,Dante Castillo,Cyrus Sutton,8,1,5,2,567455
2010,January,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,3,3,2,756745
2010,February,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,2,5,1,756745
2010,March,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,1,5,2,756745
2010,April,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,7,0,1,756745
2010,May,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,4,1,3,756745
2010,June,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,2,3,3,756745
2010,July,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,7,0,1,756745
2010,August,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,6,1,1,756745
2010,September,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,2,5,1,756745
2010,October,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,3,4,1,756745
2010,November,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,5,1,2,756745
2010,December,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,8,0,0,756745
2011,January,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,4,1,3,634623
2011,February,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,6,0,2,634623
2011,March,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,8,0,0,634623
2011,April,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,4,1,3,634623
2011,May,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,5,1,2,634623
2011,June,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,3,2,3,634623
2011,July,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,7,0,1,634623
2011,August,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,3,2,3,634623
2011,September,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,1,2,5,634623
2011,October,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,1,3,4,634623
2011,November,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,1,3,4,634623
2011,December,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,8,0,0,634623
2012,January,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,7,1,0,356346
2012,February,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,7,0,1,356346
2012,March,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,3,3,2,356346
2012,April,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,4,4,2,356346
2012,May,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,0,4,4,356346
2012,June,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,7,1,0,356346
2012,July,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,5,3,0,356346
2012,August,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,5,0,3,356346
2012,September,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,5,1,2,356346
2012,October,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,0,7,1,356346
2012,November,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,5,3,0,356346
2012,December,Club,Bundesliga,Hamburger SV,NA,NA,Chelsea Mendoza,Anthony Weeks,8,0,3,5,356346
2010,January,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,3,2,3,636466
2010,February,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,2,5,1,636466
2010,March,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,0,6,2,636466
2010,April,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,6,2,0,636466
2010,May,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,0,5,3,636466
2010,June,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,6,2,0,636466
2010,July,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,5,2,636466
2010,August,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,3,3,2,636466
2010,September,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,2,4,2,636466
2010,October,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,5,2,1,636466
2010,November,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,0,8,0,636466
2010,December,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,3,4,636466
2011,January,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,1,6,456354
2011,February,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,3,2,3,456354
2011,March,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,5,3,0,456354
2011,April,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,3,2,3,456354
2011,May,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,3,3,2,456354
2011,June,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,6,1,1,456354
2011,July,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,0,5,3,456354
2011,August,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,3,4,456354
2011,September,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,3,4,456354
2011,October,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,2,3,3,456354
2011,November,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,0,6,2,456354
2011,December,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,7,0,1,456354
2012,January,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,2,5,856847
2012,February,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,3,4,856847
2012,March,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,3,4,856847
2012,April,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,1,2,5,856847
2012,May,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,3,3,2,856847
2012,June,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,2,2,4,856847
2012,July,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,2,3,3,856847
2012,August,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,5,3,0,856847
2012,September,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,8,0,0,856847
2012,October,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,2,5,1,856847
2012,November,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,3,2,3,856847
2012,December,Club,Bundesliga,Hannover 96,NA,NA,Chava Rosales,Harlan Dudley,8,2,5,1,856847
2010,January,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,4,2,2,657677
2010,February,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,1,5,2,657677
2010,March,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,0,8,0,657677
2010,April,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,7,0,1,657677
2010,May,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,6,0,2,657677
2010,June,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,6,1,1,657677
2010,July,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,8,0,0,657677
2010,August,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,3,2,3,657677
2010,September,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,0,7,1,657677
2010,October,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,3,1,4,657677
2010,November,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,7,1,0,657677
2010,December,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,1,5,2,657677
2011,January,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,2,3,3,567457
2011,February,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,1,6,1,567457
2011,March,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,3,3,2,567457
2011,April,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,1,4,3,567457
2011,May,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,2,1,5,567457
2011,June,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,7,0,1,567457
2011,July,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,1,3,4,567457
2011,August,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,8,0,0,567457
2011,September,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,3,2,3,567457
2011,October,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,7,1,0,567457
2011,November,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,1,3,4,567457
2011,December,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,4,3,1,567457
2012,January,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,7,1,0,768946
2012,February,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,4,2,2,768946
2012,March,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,3,3,2,768946
2012,April,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,6,1,1,768946
2012,May,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,3,4,1,768946
2012,June,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,5,3,0,768946
2012,July,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,6,1,1,768946
2012,August,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,3,1,4,768946
2012,September,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,2,2,4,768946
2012,October,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,6,2,0,768946
2012,November,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,7,1,0,768946
2012,December,Club,LA Liga,Levante,NA,NA,Tyler Morin,Tyler Carver,8,2,3,3,768946
2010,January,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,3,3,346456
2010,February,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,2,3,3,346456
2010,March,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,3,1,346456
