factp_id,time_id,match_id,player_id,club_id,country_id,apperances,goal_scored,goal_assist,total_shots,shots_on_target,fouls_made,goals_saved,goals_conceded,total_penalty,successful_penalty,salary
FP02689,T025,M02,P0036,NA,CO03,8,4,6,75,39,2,11,21,6,2,3454.41
FP02690,T026,M02,P0036,NA,CO03,8,6,8,53,41,9,10,28,8,4,3454.41
FP02691,T027,M02,P0036,NA,CO03,8,5,7,56,42,0,12,11,5,3,3454.41
FP02692,T028,M02,P0036,NA,CO03,8,5,5,51,33,7,27,14,7,3,3454.41
FP02693,T029,M02,P0036,NA,CO03,8,7,3,64,44,9,23,18,9,5,3454.41
FP02694,T030,M02,P0036,NA,CO03,8,4,1,57,31,9,11,21,4,2,3454.41
FP02695,T031,M02,P0036,NA,CO03,8,5,1,59,43,6,13,14,7,3,3454.41
FP02696,T032,M02,P0036,NA,CO03,8,4,5,77,40,1,16,16,3,2,3454.41
FP02697,T033,M02,P0036,NA,CO03,8,2,3,54,36,5,15,13,3,0,3454.41
FP02698,T034,M02,P0036,NA,CO03,8,8,2,55,47,6,20,12,10,6,3454.41
FP02699,T035,M02,P0036,NA,CO03,8,3,3,52,50,3,14,11,8,1,3454.41
FP02700,T036,M02,P0036,NA,CO03,8,3,8,68,44,5,30,17,4,1,3454.41
FP02701,T001,M01,P0036,CL14,NA,8,8,7,80,40,2,23,27,3,3,3000
FP02702,T002,M01,P0036,CL14,NA,8,8,6,71,50,9,27,16,3,1,3000
FP02703,T003,M01,P0036,CL14,NA,8,7,6,77,36,0,14,19,6,6,3000
FP02704,T004,M01,P0036,CL14,NA,8,0,4,73,41,0,14,20,3,2,3000
FP02705,T005,M01,P0036,CL14,NA,8,2,2,50,30,4,16,22,4,4,3000
FP02706,T006,M01,P0036,CL14,NA,8,0,7,66,37,8,29,18,1,1,3000
FP02707,T007,M01,P0036,CL14,NA,8,8,7,65,34,6,18,21,7,5,3000
FP02708,T008,M01,P0036,CL14,NA,8,5,7,79,44,9,30,26,5,4,3000
FP02709,T009,M01,P0036,CL14,NA,8,4,3,79,43,0,19,29,7,7,3000
FP02710,T010,M01,P0036,CL14,NA,8,1,3,65,36,2,16,28,10,8,3000
FP02711,T011,M01,P0036,CL14,NA,8,4,2,58,41,10,25,24,5,5,3000
FP02712,T012,M01,P0036,CL14,NA,8,6,6,65,36,6,15,30,5,5,3000
FP02713,T013,M01,P0036,CL14,NA,8,9,4,61,30,6,25,18,7,5,3454.41
FP02714,T014,M01,P0036,CL14,NA,8,8,2,72,50,8,11,29,5,4,3454.41
FP02715,T015,M01,P0036,CL14,NA,8,5,3,70,36,7,16,11,2,0,3454.41
FP02716,T016,M01,P0036,CL14,NA,8,19,2,51,40,8,20,21,9,1,3454.41
FP02717,T017,M01,P0036,CL14,NA,8,13,7,71,41,2,15,22,10,9,3454.41
FP02718,T018,M01,P0036,CL14,NA,8,8,1,71,48,6,25,17,5,4,3454.41
FP02719,T019,M01,P0036,CL14,NA,8,8,6,52,37,8,11,17,5,2,3454.41
FP02720,T020,M01,P0036,CL14,NA,8,8,7,77,44,1,28,12,6,4,3454.41
FP02721,T021,M01,P0036,CL14,NA,8,7,1,56,46,9,17,27,6,4,3454.41
FP02722,T022,M01,P0036,CL14,NA,8,8,3,54,45,9,14,28,2,1,3454.41
FP02723,T023,M01,P0036,CL14,NA,8,9,7,72,41,2,28,24,6,5,3454.41
FP02724,T024,M01,P0036,CL14,NA,8,7,8,50,44,9,26,26,4,2,3454.41
FP02725,T025,M01,P0036,CL01,NA,8,10,4,72,46,10,14,27,7,6,3454.41
FP02726,T026,M01,P0036,CL01,NA,8,4,2,61,40,7,24,19,4,0,3454.41
FP02727,T027,M01,P0036,CL01,NA,8,6,5,74,49,9,21,28,7,2,3454.41
FP02728,T028,M01,P0036,CL01,NA,8,4,7,68,36,8,29,25,2,0,3454.41
FP02729,T029,M01,P0036,CL01,NA,8,8,2,73,42,5,22,26,5,4,3454.41
FP02730,T030,M01,P0036,CL01,NA,8,7,6,69,30,10,29,21,6,3,3454.41
FP02731,T031,M01,P0036,CL01,NA,8,10,3,53,32,6,16,21,10,6,3454.41
FP02732,T032,M01,P0036,CL01,NA,8,10,5,63,33,9,28,24,8,6,3454.41
FP02733,T033,M01,P0036,CL01,NA,8,4,5,74,40,2,28,19,7,0,3454.41
FP02734,T034,M01,P0036,CL01,NA,8,8,5,76,44,1,25,23,9,4,3454.41
FP02735,T035,M01,P0036,CL01,NA,8,5,6,73,38,4,18,22,10,1,3454.41
FP02736,T036,M01,P0036,CL01,NA,8,7,8,68,50,10,17,29,5,3,3454.41
FP02737,T001,M02,P0037,NA,CO10,8,8,6,51,36,12,16,16,2,1,7842.27
FP02738,T002,M02,P0037,NA,CO10,8,7,6,76,50,14,29,16,0,0,7842.27
FP02739,T003,M02,P0037,NA,CO10,8,7,2,58,31,15,13,10,0,0,7842.27
FP02740,T004,M02,P0037,NA,CO10,8,7,7,75,34,15,27,25,0,0,7842.27
FP02741,T005,M02,P0037,NA,CO10,8,7,8,78,41,12,10,14,0,0,7842.27
FP02742,T006,M02,P0037,NA,CO10,8,7,7,68,47,8,29,30,0,0,7842.27
FP02743,T007,M02,P0037,NA,CO10,8,7,1,50,32,10,12,15,0,0,7842.27
FP02744,T008,M02,P0037,NA,CO10,8,7,6,56,42,8,29,24,0,0,7842.27
FP02745,T009,M02,P0037,NA,CO10,8,7,6,69,44,8,11,16,0,0,7842.27
FP02746,T010,M02,P0037,NA,CO10,8,7,2,60,34,13,26,11,0,0,7842.27
FP02747,T011,M02,P0037,NA,CO10,8,9,8,74,50,12,20,18,4,2,7842.27
FP02748,T012,M02,P0037,NA,CO10,8,7,4,64,33,15,17,19,0,0,7842.27
FP02749,T013,M02,P0037,NA,CO10,8,8,8,65,41,4,24,13,2,1,6000
FP02750,T014,M02,P0037,NA,CO10,8,3,8,66,46,1,28,10,2,1,6000
FP02751,T015,M02,P0037,NA,CO10,8,4,2,78,46,3,20,21,5,2,6000
FP02752,T016,M02,P0037,NA,CO10,8,5,7,79,35,7,11,28,5,3,6000
FP02753,T017,M02,P0037,NA,CO10,8,3,1,64,32,9,26,26,5,1,6000
FP02754,T018,M02,P0037,NA,CO10,8,6,4,55,33,7,20,13,5,4,6000
FP02755,T019,M02,P0037,NA,CO10,8,3,7,80,48,8,30,14,5,1,6000
FP02756,T020,M02,P0037,NA,CO10,8,4,5,80,46,7,15,11,3,2,6000
FP02757,T021,M02,P0037,NA,CO10,8,4,5,66,49,9,11,10,3,2,6000
FP02758,T022,M02,P0037,NA,CO10,8,5,1,69,49,2,22,24,5,3,6000
FP02759,T023,M02,P0037,NA,CO10,8,5,2,76,33,2,20,29,4,3,6000
FP02760,T024,M02,P0037,NA,CO10,8,4,8,50,41,7,10,20,3,2,6000
FP02761,T025,M02,P0037,NA,CO10,8,9,1,64,35,10,23,26,7,7,7900.27
FP02762,T026,M02,P0037,NA,CO10,8,9,3,77,49,3,25,27,9,7,7900.27
FP02763,T027,M02,P0037,NA,CO10,8,3,7,80,34,1,23,19,8,1,7900.27
FP02764,T028,M02,P0037,NA,CO10,8,2,2,69,42,1,16,24,1,0,7900.27
FP02765,T029,M02,P0037,NA,CO10,8,5,8,53,36,4,28,13,4,3,7900.27
FP02766,T030,M02,P0037,NA,CO10,8,5,3,58,47,1,25,12,5,3,7900.27
FP02767,T031,M02,P0037,NA,CO10,8,3,2,55,33,10,26,21,6,1,7900.27
FP02768,T032,M02,P0037,NA,CO10,8,5,4,58,30,6,23,17,5,3,7900.27
FP02769,T033,M02,P0037,NA,CO10,8,6,1,62,32,8,17,19,6,4,7900.27
FP02770,T034,M02,P0037,NA,CO10,8,3,1,56,42,3,18,20,6,1,7900.27
FP02771,T035,M02,P0037,NA,CO10,8,5,8,67,49,7,30,20,4,3,7900.27
FP02772,T036,M02,P0037,NA,CO10,8,8,7,73,48,6,30,14,8,6,7900.27
FP02773,T001,M01,P0037,CL07,NA,8,3,4,71,49,2,13,17,2,2,6000
FP02774,T002,M01,P0037,CL07,NA,8,5,1,66,36,2,28,18,2,2,6000
FP02775,T003,M01,P0037,CL07,NA,8,0,7,68,46,10,28,25,3,3,6000
FP02776,T004,M01,P0037,CL07,NA,8,5,3,53,30,0,22,24,2,2,6000
FP02777,T005,M01,P0037,CL07,NA,8,3,5,80,50,8,22,19,5,4,6000
FP02778,T006,M01,P0037,CL07,NA,8,3,3,55,37,0,13,18,10,10,6000
FP02779,T007,M01,P0037,CL07,NA,8,8,2,79,33,2,13,29,5,5,6000
FP02780,T008,M01,P0037,CL07,NA,8,7,6,65,34,10,23,17,2,2,6000
FP02781,T009,M01,P0037,CL07,NA,8,6,2,67,32,5,19,20,6,2,6000
FP02782,T010,M01,P0037,CL07,NA,8,3,1,54,39,2,16,18,8,8,6000
FP02783,T011,M01,P0037,CL07,NA,8,3,6,73,46,7,18,14,3,3,6000
FP02784,T012,M01,P0037,CL07,NA,8,3,1,51,38,4,11,30,7,6,6000
FP02785,T013,M01,P0037,CL07,NA,8,11,8,75,34,7,17,18,9,2,7900.27
FP02786,T014,M01,P0037,CL07,NA,8,11,8,63,30,0,11,12,8,8,7900.27
FP02787,T015,M01,P0037,CL07,NA,8,6,7,80,47,1,27,11,4,1,7900.27
FP02788,T016,M01,P0037,CL07,NA,8,12,5,76,31,4,16,29,10,5,7900.27
FP02789,T017,M01,P0037,CL07,NA,8,5,4,77,49,8,22,19,3,1,7900.27
FP02790,T018,M01,P0037,CL07,NA,8,7,6,53,38,5,16,30,5,3,7900.27
FP02791,T019,M01,P0037,CL07,NA,8,5,4,51,40,0,20,30,3,2,7900.27
FP02792,T020,M01,P0037,CL07,NA,8,8,8,52,41,8,19,11,4,3,7900.27
FP02793,T021,M01,P0037,CL07,NA,8,4,6,70,36,1,23,28,1,1,7900.27
FP02794,T022,M01,P0037,CL07,NA,8,8,3,65,30,7,27,28,4,3,7900.27
FP02795,T023,M01,P0037,CL07,NA,8,5,1,77,44,6,12,19,2,0,7900.27
FP02796,T024,M01,P0037,CL07,NA,8,13,6,77,40,10,16,22,10,8,7900.27
FP02797,T025,M01,P0037,CL25,NA,8,4,6,74,43,4,28,19,1,0,7842.27
FP02798,T026,M01,P0037,CL25,NA,8,6,8,62,31,7,29,10,7,2,7842.27
FP02799,T027,M01,P0037,CL25,NA,8,6,1,75,50,10,23,12,3,2,7842.27
FP02800,T028,M01,P0037,CL25,NA,8,7,2,65,37,8,27,17,4,3,7842.27
FP02801,T029,M01,P0037,CL25,NA,8,8,2,70,30,5,19,17,7,4,7842.27
FP02802,T030,M01,P0037,CL25,NA,8,6,6,62,47,6,27,28,2,2,7842.27
FP02803,T031,M01,P0037,CL25,NA,8,8,4,53,32,5,10,24,9,4,7842.27
FP02804,T032,M01,P0037,CL25,NA,8,7,4,79,45,2,30,17,5,3,7842.27
FP02805,T033,M01,P0037,CL25,NA,8,8,5,66,40,8,28,16,9,4,7842.27
FP02806,T034,M01,P0037,CL25,NA,8,13,2,67,41,2,19,18,10,9,7842.27
FP02807,T035,M01,P0037,CL25,NA,8,12,6,66,41,5,27,13,9,8,7842.27
FP02808,T036,M01,P0037,CL25,NA,8,6,5,69,50,0,14,21,6,2,7842.27
FP02809,T001,M02,P0038,NA,CO05,8,7,1,64,35,2,11,21,0,0,19169.66
FP02810,T002,M02,P0038,NA,CO05,8,7,4,78,40,7,21,25,0,0,19169.66
FP02811,T003,M02,P0038,NA,CO05,8,9,5,53,34,11,29,26,3,2,19169.66
FP02812,T004,M02,P0038,NA,CO05,8,7,8,68,48,3,13,23,0,0,19169.66
FP02813,T005,M02,P0038,NA,CO05,8,7,5,71,32,12,23,29,0,0,19169.66
FP02814,T006,M02,P0038,NA,CO05,8,7,5,79,47,8,29,10,2,0,19169.66
FP02815,T007,M02,P0038,NA,CO05,8,7,6,50,36,8,25,26,0,0,19169.66
FP02816,T008,M02,P0038,NA,CO05,8,7,8,53,44,8,10,28,0,0,19169.66
FP02817,T009,M02,P0038,NA,CO05,8,7,8,78,36,11,11,25,2,0,19169.66
FP02818,T010,M02,P0038,NA,CO05,8,7,1,57,35,4,24,19,0,0,19169.66
FP02819,T011,M02,P0038,NA,CO05,8,7,4,65,37,12,12,15,0,0,19169.66
FP02820,T012,M02,P0038,NA,CO05,8,7,4,67,39,12,17,15,0,0,19169.66
FP02821,T013,M02,P0038,NA,CO05,8,6,5,69,42,5,22,18,1,0,16500
FP02822,T014,M02,P0038,NA,CO05,8,3,3,64,49,7,30,22,2,1,16500
FP02823,T015,M02,P0038,NA,CO05,8,5,7,58,35,2,14,14,4,3,16500
FP02824,T016,M02,P0038,NA,CO05,8,4,4,59,38,0,25,21,3,2,16500
FP02825,T017,M02,P0038,NA,CO05,8,3,1,70,45,8,30,30,2,1,16500
FP02826,T018,M02,P0038,NA,CO05,8,4,5,64,39,8,28,20,4,2,16500
FP02827,T019,M02,P0038,NA,CO05,8,4,7,59,35,2,28,10,5,2,16500
FP02828,T020,M02,P0038,NA,CO05,8,3,3,77,37,8,17,11,2,1,16500
FP02829,T021,M02,P0038,NA,CO05,8,4,4,52,34,3,30,30,3,2,16500
FP02830,T022,M02,P0038,NA,CO05,8,2,2,74,46,4,18,11,1,0,16500
FP02831,T023,M02,P0038,NA,CO05,8,4,2,54,50,9,20,13,3,2,16500
FP02832,T024,M02,P0038,NA,CO05,8,4,5,80,38,2,16,19,3,2,16500
FP02833,T025,M02,P0038,NA,CO05,8,5,6,72,33,10,24,19,8,3,18469.66
FP02834,T026,M02,P0038,NA,CO05,8,4,6,56,47,1,25,18,4,2,18469.66
FP02835,T027,M02,P0038,NA,CO05,8,3,3,67,37,3,30,17,1,1,18469.66
FP02836,T028,M02,P0038,NA,CO05,8,6,2,50,30,3,29,13,10,4,18469.66
FP02837,T029,M02,P0038,NA,CO05,8,5,8,50,36,3,25,18,7,3,18469.66
FP02838,T030,M02,P0038,NA,CO05,8,2,6,55,30,4,24,17,1,0,18469.66
FP02839,T031,M02,P0038,NA,CO05,8,6,8,74,48,6,15,11,9,4,18469.66
FP02840,T032,M02,P0038,NA,CO05,8,2,1,56,39,2,15,15,3,0,18469.66
FP02841,T033,M02,P0038,NA,CO05,8,5,4,61,36,7,19,15,10,3,18469.66
FP02842,T034,M02,P0038,NA,CO05,8,4,4,76,37,10,30,24,2,2,18469.66
FP02843,T035,M02,P0038,NA,CO05,8,8,1,79,33,2,24,12,9,6,18469.66
FP02844,T036,M02,P0038,NA,CO05,8,5,6,62,37,7,13,14,5,3,18469.66
FP02845,T001,M01,P0038,CL08,NA,8,1,1,76,50,0,29,25,2,2,16500
FP02846,T002,M01,P0038,CL08,NA,8,6,8,70,33,6,21,17,2,2,16500
FP02847,T003,M01,P0038,CL08,NA,8,4,6,73,32,3,28,20,3,0,16500
FP02848,T004,M01,P0038,CL08,NA,8,3,4,65,50,0,20,27,7,2,16500
FP02849,T005,M01,P0038,CL08,NA,8,2,1,62,46,9,11,22,2,2,16500
FP02850,T006,M01,P0038,CL08,NA,8,6,1,71,44,2,17,19,9,8,16500
FP02851,T007,M01,P0038,CL08,NA,8,3,8,72,49,1,16,21,4,4,16500
FP02852,T008,M01,P0038,CL08,NA,8,5,2,66,36,6,12,23,6,5,16500
FP02853,T009,M01,P0038,CL08,NA,8,4,5,60,31,4,17,19,10,10,16500
FP02854,T010,M01,P0038,CL08,NA,8,8,4,70,37,9,30,20,6,6,16500
FP02855,T011,M01,P0038,CL08,NA,8,0,3,80,30,0,19,21,3,3,16500
FP02856,T012,M01,P0038,CL08,NA,8,0,6,65,49,3,15,17,4,4,16500
FP02857,T013,M01,P0038,CL08,NA,8,5,3,77,41,8,27,11,3,1,18469.66
FP02858,T014,M01,P0038,CL08,NA,8,5,5,75,47,9,15,22,4,2,18469.66
FP02859,T015,M01,P0038,CL08,NA,8,4,7,54,45,0,13,28,4,2,18469.66
FP02860,T016,M01,P0038,CL08,NA,8,14,3,61,46,1,30,23,9,6,18469.66
FP02861,T017,M01,P0038,CL08,NA,8,9,4,59,39,3,27,25,5,2,18469.66
FP02862,T018,M01,P0038,CL08,NA,8,9,6,53,37,8,20,29,6,6,18469.66
FP02863,T019,M01,P0038,CL08,NA,8,8,8,75,50,3,18,20,4,2,18469.66
FP02864,T020,M01,P0038,CL08,NA,8,8,4,52,43,9,16,16,5,4,18469.66
FP02865,T021,M01,P0038,CL08,NA,8,7,1,79,47,8,16,10,1,0,18469.66
FP02866,T022,M01,P0038,CL08,NA,8,12,8,77,37,7,13,26,9,3,18469.66
FP02867,T023,M01,P0038,CL08,NA,8,12,1,68,47,10,26,25,9,5,18469.66
FP02868,T024,M01,P0038,CL08,NA,8,8,7,56,46,0,13,11,5,4,18469.66
FP02869,T025,M01,P0038,CL27,NA,8,8,7,56,48,6,27,12,8,4,19169.66
FP02870,T026,M01,P0038,CL27,NA,8,8,5,72,38,2,20,30,8,4,19169.66
FP02871,T027,M01,P0038,CL27,NA,8,5,3,57,33,3,27,25,4,1,19169.66
FP02872,T028,M01,P0038,CL27,NA,8,7,3,63,37,7,23,16,7,3,19169.66
FP02873,T029,M01,P0038,CL27,NA,8,10,3,64,42,9,17,20,6,6,19169.66
FP02874,T030,M01,P0038,CL27,NA,8,6,4,64,35,2,22,24,6,2,19169.66
FP02875,T031,M01,P0038,CL27,NA,8,7,2,62,33,1,26,17,8,3,19169.66
FP02876,T032,M01,P0038,CL27,NA,8,5,5,59,36,4,15,18,8,1,19169.66
FP02877,T033,M01,P0038,CL27,NA,8,4,4,72,48,9,25,29,1,0,19169.66
FP02878,T034,M01,P0038,CL27,NA,8,6,4,52,34,2,26,18,3,2,19169.66
FP02879,T035,M01,P0038,CL27,NA,8,8,2,65,38,3,16,29,6,4,19169.66
FP02880,T036,M01,P0038,CL27,NA,8,5,2,53,38,2,25,19,1,1,19169.66
FP02881,T001,M02,P0039,NA,CO04,8,7,8,74,44,12,15,19,0,0,6172.97
FP02882,T002,M02,P0039,NA,CO04,8,7,3,54,45,9,13,28,0,0,6172.97
FP02883,T003,M02,P0039,NA,CO04,8,7,2,72,47,4,20,21,0,0,6172.97
FP02884,T004,M02,P0039,NA,CO04,8,9,4,80,32,10,23,19,5,2,6172.97
FP02885,T005,M02,P0039,NA,CO04,8,7,5,64,50,5,23,25,0,0,6172.97
FP02886,T006,M02,P0039,NA,CO04,8,7,2,50,49,6,18,23,0,0,6172.97
FP02887,T007,M02,P0039,NA,CO04,8,7,5,66,32,13,15,15,0,0,6172.97
FP02888,T008,M02,P0039,NA,CO04,8,7,1,71,34,12,26,23,0,0,6172.97
FP02889,T009,M02,P0039,NA,CO04,8,7,1,68,45,9,23,15,0,0,6172.97
FP02890,T010,M02,P0039,NA,CO04,8,7,4,57,35,8,28,17,0,0,6172.97
FP02891,T011,M02,P0039,NA,CO04,8,7,7,66,37,13,30,22,0,0,6172.97
FP02892,T012,M02,P0039,NA,CO04,8,7,4,71,31,10,20,30,0,0,6172.97
FP02893,T013,M02,P0039,NA,CO04,8,6,8,58,47,9,12,15,5,4,8900
FP02894,T014,M02,P0039,NA,CO04,8,3,1,67,32,0,15,12,2,1,8900
FP02895,T015,M02,P0039,NA,CO04,8,5,3,64,41,2,12,17,5,3,8900
FP02896,T016,M02,P0039,NA,CO04,8,5,4,66,45,9,14,15,5,3,8900
FP02897,T017,M02,P0039,NA,CO04,8,4,1,77,34,9,13,12,5,2,8900
FP02898,T018,M02,P0039,NA,CO04,8,2,1,52,31,4,18,22,1,0,8900
FP02899,T019,M02,P0039,NA,CO04,8,4,5,54,43,10,23,13,4,2,8900
FP02900,T020,M02,P0039,NA,CO04,8,4,8,62,30,8,15,11,4,2,8900
FP02901,T021,M02,P0039,NA,CO04,8,3,7,54,46,1,23,24,2,1,8900
FP02902,T022,M02,P0039,NA,CO04,8,6,3,58,34,4,16,24,5,4,8900
FP02903,T023,M02,P0039,NA,CO04,8,5,3,80,49,6,10,28,4,3,8900
FP02904,T024,M02,P0039,NA,CO04,8,6,7,70,40,5,15,21,5,4,8900
FP02905,T025,M02,P0039,NA,CO04,8,4,7,65,35,9,16,25,6,2,8562.97
FP02906,T026,M02,P0039,NA,CO04,8,3,7,66,42,3,30,15,3,1,8562.97
FP02907,T027,M02,P0039,NA,CO04,8,5,6,69,32,0,10,16,5,3,8562.97
FP02908,T028,M02,P0039,NA,CO04,8,6,3,67,41,8,16,13,9,4,8562.97
FP02909,T029,M02,P0039,NA,CO04,8,7,1,60,34,3,29,19,6,5,8562.97
FP02910,T030,M02,P0039,NA,CO04,8,3,4,52,35,2,24,17,3,1,8562.97
FP02911,T031,M02,P0039,NA,CO04,8,4,8,68,42,0,24,29,4,2,8562.97
FP02912,T032,M02,P0039,NA,CO04,8,5,7,58,35,9,18,14,5,3,8562.97
FP02913,T033,M02,P0039,NA,CO04,8,5,4,60,41,0,24,27,4,3,8562.97
FP02914,T034,M02,P0039,NA,CO04,8,2,4,53,47,7,30,14,2,0,8562.97
FP02915,T035,M02,P0039,NA,CO04,8,6,6,50,39,10,15,26,10,4,8562.97
FP02916,T036,M02,P0039,NA,CO04,8,4,3,59,44,2,14,13,8,2,8562.97
FP02917,T001,M01,P0039,CL15,NA,8,0,5,74,35,5,15,10,2,2,8900
FP02918,T002,M01,P0039,CL15,NA,8,5,1,56,44,5,21,22,2,2,8900
FP02919,T003,M01,P0039,CL15,NA,8,8,4,76,45,4,13,22,4,4,8900
FP02920,T004,M01,P0039,CL15,NA,8,5,7,58,33,2,30,23,2,2,8900
FP02921,T005,M01,P0039,CL15,NA,8,1,5,69,46,5,20,28,4,3,8900
FP02922,T006,M01,P0039,CL15,NA,8,8,7,77,45,6,27,29,8,3,8900
FP02923,T007,M01,P0039,CL15,NA,8,6,7,65,41,4,14,19,10,6,8900
FP02924,T008,M01,P0039,CL15,NA,8,1,4,64,50,2,18,27,1,1,8900
FP02925,T009,M01,P0039,CL15,NA,8,8,1,58,31,3,14,12,2,2,8900
FP02926,T010,M01,P0039,CL15,NA,8,7,2,63,31,9,17,14,1,1,8900
FP02927,T011,M01,P0039,CL15,NA,8,6,4,52,43,1,15,13,1,1,8900
FP02928,T012,M01,P0039,CL15,NA,8,5,2,52,47,10,27,16,10,10,8900
FP02929,T013,M01,P0039,CL04,NA,8,6,7,57,43,9,19,23,4,3,8562.97
FP02930,T014,M01,P0039,CL04,NA,8,9,8,64,31,7,18,25,6,4,8562.97
FP02931,T015,M01,P0039,CL04,NA,8,4,2,62,49,9,28,21,1,1,8562.97
FP02932,T016,M01,P0039,CL04,NA,8,17,4,72,35,5,30,19,10,7,8562.97
FP02933,T017,M01,P0039,CL04,NA,8,8,7,75,32,9,26,23,7,2,8562.97
FP02934,T018,M01,P0039,CL04,NA,8,15,4,57,37,1,13,27,10,3,8562.97
FP02935,T019,M01,P0039,CL04,NA,8,4,5,61,30,1,19,27,2,0,8562.97
FP02936,T020,M01,P0039,CL04,NA,8,5,1,75,33,4,20,30,1,0,8562.97
FP02937,T021,M01,P0039,CL04,NA,8,11,2,55,38,1,11,15,8,3,8562.97
FP02938,T022,M01,P0039,CL04,NA,8,12,8,77,43,3,22,30,7,4,8562.97
FP02939,T023,M01,P0039,CL04,NA,8,9,1,70,32,2,22,19,6,4,8562.97
FP02940,T024,M01,P0039,CL04,NA,8,11,2,51,31,8,29,18,8,7,8562.97
FP02941,T025,M01,P0039,CL30,NA,8,5,1,58,35,10,22,24,7,1,6172.97
FP02942,T026,M01,P0039,CL30,NA,8,9,1,64,45,10,16,17,6,5,6172.97
FP02943,T027,M01,P0039,CL30,NA,8,6,8,65,34,4,10,30,8,2,6172.97
FP02944,T028,M01,P0039,CL30,NA,8,5,6,75,41,4,13,19,8,1,6172.97
FP02945,T029,M01,P0039,CL30,NA,8,11,5,56,50,8,22,12,10,7,6172.97
FP02946,T030,M01,P0039,CL30,NA,8,7,4,51,42,5,28,15,4,3,6172.97
FP02947,T031,M01,P0039,CL30,NA,8,8,5,63,46,6,23,10,10,4,6172.97
FP02948,T032,M01,P0039,CL30,NA,8,7,4,59,47,8,20,28,3,3,6172.97
FP02949,T033,M01,P0039,CL30,NA,8,5,5,56,31,2,12,20,1,1,6172.97
FP02950,T034,M01,P0039,CL30,NA,8,8,2,70,32,8,19,14,6,4,6172.97
FP02951,T035,M01,P0039,CL30,NA,8,5,1,71,37,10,12,15,1,1,6172.97
FP02952,T036,M01,P0039,CL30,NA,8,8,6,52,44,7,21,18,10,4,6172.97
FP02953,T001,M02,P0040,NA,CO09,8,9,2,79,39,7,11,18,2,2,10568.49
FP02954,T002,M02,P0040,NA,CO09,8,7,1,55,40,10,12,10,0,0,10568.49
FP02955,T003,M02,P0040,NA,CO09,8,7,6,52,38,11,12,26,0,0,10568.49
FP02956,T004,M02,P0040,NA,CO09,8,7,3,50,45,15,29,21,0,0,10568.49
FP02957,T005,M02,P0040,NA,CO09,8,7,8,60,43,12,26,12,0,0,10568.49
FP02958,T006,M02,P0040,NA,CO09,8,7,5,50,39,12,30,29,0,0,10568.49
FP02959,T007,M02,P0040,NA,CO09,8,7,6,69,44,12,12,14,0,0,10568.49
FP02960,T008,M02,P0040,NA,CO09,8,10,5,64,41,9,17,21,3,3,10568.49
FP02961,T009,M02,P0040,NA,CO09,8,7,1,55,46,7,30,17,0,0,10568.49
FP02962,T010,M02,P0040,NA,CO09,8,7,7,79,30,7,15,20,0,0,10568.49
FP02963,T011,M02,P0040,NA,CO09,8,7,2,59,30,13,24,15,0,0,10568.49
FP02964,T012,M02,P0040,NA,CO09,8,7,4,58,43,14,28,17,0,0,10568.49
FP02965,T013,M02,P0040,NA,CO09,8,8,3,50,50,10,10,20,5,2,13000
FP02966,T014,M02,P0040,NA,CO09,8,3,1,51,44,8,16,13,2,1,13000
FP02967,T015,M02,P0040,NA,CO09,8,4,5,73,30,8,11,21,3,2,13000
FP02968,T016,M02,P0040,NA,CO09,8,2,1,79,43,6,17,22,5,0,13000
FP02969,T017,M02,P0040,NA,CO09,8,2,8,65,37,4,10,21,1,0,13000
FP02970,T018,M02,P0040,NA,CO09,8,2,5,76,39,9,22,26,2,0,13000
FP02971,T019,M02,P0040,NA,CO09,8,3,7,79,30,10,12,29,2,1,13000
FP02972,T020,M02,P0040,NA,CO09,8,4,3,64,38,0,11,11,3,2,13000
FP02973,T021,M02,P0040,NA,CO09,8,4,6,76,37,4,21,30,5,2,13000
FP02974,T022,M02,P0040,NA,CO09,8,2,3,61,32,10,12,24,1,0,13000
FP02975,T023,M02,P0040,NA,CO09,8,5,3,70,37,9,24,24,4,3,13000
FP02976,T024,M02,P0040,NA,CO09,8,4,1,69,35,8,23,18,3,2,13000
FP02977,T025,M02,P0040,NA,CO09,8,3,3,75,47,8,28,18,5,1,15678.49
FP02978,T026,M02,P0040,NA,CO09,8,5,2,78,39,1,21,22,5,3,15678.49
FP02979,T027,M02,P0040,NA,CO09,8,4,8,65,34,5,25,18,3,2,15678.49
FP02980,T028,M02,P0040,NA,CO09,8,5,4,61,42,1,10,11,10,3,15678.49
FP02981,T029,M02,P0040,NA,CO09,8,4,5,69,43,0,28,13,5,2,15678.49
FP02982,T030,M02,P0040,NA,CO09,8,2,2,50,37,7,10,13,1,0,15678.49
FP02983,T031,M02,P0040,NA,CO09,8,2,5,64,46,8,24,23,5,0,15678.49
FP02984,T032,M02,P0040,NA,CO09,8,2,7,74,50,3,28,17,5,0,15678.49
FP02985,T033,M02,P0040,NA,CO09,8,4,1,79,43,8,21,27,2,2,15678.49
FP02986,T034,M02,P0040,NA,CO09,8,4,3,66,49,1,13,22,10,2,15678.49
FP02987,T035,M02,P0040,NA,CO09,8,5,8,58,43,3,12,10,6,3,15678.49
FP02988,T036,M02,P0040,NA,CO09,8,4,8,79,36,6,29,22,6,2,15678.49
